fold,no,clay,silt,sand,BD,omc,hhpa,pF,VWC
1,88,12.8,71.9,15.3,1.22,0.01,316.2,2.578128574,33.6
1,105,4.3,27.1,68.6,1.39,2.5,63.1,1.878196067,42.2
1,143,8.8,53.1,38.1,0.96,8,38.5,1.663627438,53
1,1083,11.6,22.5,66,0.95,1.21,279.25,2.45,27
1,1064,28.8,33.5,38,1.11,2.56,21.04,1.32,54
1,143,8.8,53.1,38.1,0.96,8,453.9,2.735126891,40
1,165,17.5,77,5.5,1.42,1,103.5,2.093107058,33.5
1,1064,28.8,33.5,38,1.11,2.56,603.95,2.78,26
1,125,16.7,69.2,14.1,1.69,2.2,45.3,1.73426491,38.4
1,1059,41.3,26.9,32,1.04,1.18,703.07,2.85,27
1,1015,45.7,30.4,24,0.85,0.49,5.33,0.73,66
1,115,26,40.5,33.5,0.57,5.74,67,1.904241511,51.2
1,1080,11.5,18.4,70,1.23,0.62,290.4,2.46,22
1,143,8.8,53.1,38.1,0.96,8,7.1,0.929425057,60.7
1,1083,11.6,22.5,66,0.95,1.21,309.03,2.49,25
1,1063,33.1,39.4,28,0.94,2.52,29.11,1.46,53
1,1064,28.8,33.5,38,1.11,2.56,224.91,2.35,32
1,159,29.1,60.5,10.4,1.48,0.01,161.4,2.286070239,36.3
1,1016,54.2,34.4,11,0.95,1.01,49.55,1.7,54
1,1015,45.7,30.4,24,0.85,0.49,1.48,0.17,66
1,143,8.8,53.1,38.1,0.96,8,14,1.224294744,56.6
1,1065,34.8,30.7,35,1.09,1.34,18.75,1.27,53
1,166,27.7,41.6,30.7,1.15,3,57,1.834041564,44.7
1,1065,34.8,30.7,35,1.09,1.34,17.46,1.24,54
1,20,39.2,50.2,10.6,1.42,5.82,29.2,1.54354956,35
1,1063,33.1,39.4,28,0.94,2.52,75.16,1.88,44
1,1031,46.8,22.4,31,0.96,1.12,5929.25,3.77,23
1,46,16,77.8,6.2,1.35,0.86,247,2.470863661,34.7
1,1016,54.2,34.4,11,0.95,1.01,82.41,1.92,47
1,20,39.2,50.2,10.6,1.42,5.82,177.9,2.328342656,32.5
1,142,11.6,63.4,25,1.1,12,15.6,1.271291307,51.4
1,1047,42,38.7,19,0.87,0.47,40.27,1.61,57
1,8,60,33.4,6.6,1.47,3.61,436.9,2.718548753,43.1
1,20,39.2,50.2,10.6,1.42,5.82,642.1,2.885769378,29.2
1,105,4.3,27.1,68.6,1.39,2.5,67.6,1.908113404,40.5
1,160,37.6,42.2,20.2,1.36,2,9.9,1.073801903,46.3
1,1081,22.6,54.3,23,1.11,1.36,153.46,2.19,43
1,166,27.7,41.6,30.7,1.15,3,25.4,1.483000425,58.3
1,46,16,77.8,6.2,1.35,0.86,237.9,2.45456115,34.9
1,166,27.7,41.6,30.7,1.15,3,451.9,2.733209049,28.5
1,55,32.6,43.3,24.1,1.14,4.5,38.7,1.665877673,46.7
1,1031,46.8,22.4,31,0.96,1.12,358.92,2.56,38
1,1065,34.8,30.7,35,1.09,1.34,79.43,1.9,40
1,1065,34.8,30.7,35,1.09,1.34,52.24,1.72,43
1,126,14.7,75.3,10,1.29,0,1101.5,3.12015121,15.7
1,4,25,57.8,17.2,1.42,0.01,189.7,2.356234039,39.8
1,1018,37.2,22,41,1.11,0.91,14.72,1.17,56
1,167,23.4,71.5,5.1,1.14,6,222.8,2.426081895,43.5
1,55,32.6,43.3,24.1,1.14,4.5,113.8,2.13430897,41.9
1,149,33.9,50.2,15.9,1.58,0.2,2089.3,3.398167512,32.8
1,1083,11.6,22.5,66,0.95,1.21,38.19,1.58,41
1,152,29.9,54.2,15.9,1.39,5,1.9,0.356920309,48.7
1,167,23.4,71.5,5.1,1.14,6,97.3,2.066279548,46.7
1,142,11.6,63.4,25,1.1,12,13.8,1.218045795,52.9
1,1080,11.5,18.4,70,1.23,0.62,115.35,2.06,32
1,159,29.1,60.5,10.4,1.48,0.01,14.5,1.23953471,42.9
1,1081,22.6,54.3,23,1.11,1.36,30.97,1.49,49
1,1016,54.2,34.4,11,0.95,1.01,163.31,2.21,39
1,149,33.9,50.2,15.9,1.58,0.2,55.1,1.819318307,41.7
1,114,26,40.5,33.5,0.56,5.74,31.4,1.575096356,60.9
1,19,37.6,42.3,20.1,1.52,3.38,34.3,1.613460828,58.7
1,1081,22.6,54.3,23,1.11,1.36,252.93,2.4,41
1,165,17.5,77,5.5,1.42,1,184.1,2.343220497,26.5
1,1015,45.7,30.4,24,0.85,0.49,110.92,2.05,41
1,19,37.6,42.3,20.1,1.52,3.38,4.3,0.711635164,59.6
1,1066,13.5,25.5,61,1.23,1.27,53.58,1.73,43
1,1069,10.5,18.4,71,1.17,0.8,436.52,2.64,17
1,46,16,77.8,6.2,1.35,0.86,1243.4,3.172777571,30
1,118,6.6,78.9,14.5,1.24,1.8,14.8,1.248428424,49.8
1,46,16,77.8,6.2,1.35,0.86,680,2.910675621,31.1
1,1033,46,23.8,30,0.92,1.99,21.43,1.33,63
1,1063,33.1,39.4,28,0.94,2.52,132.13,2.12,38
1,88,12.8,71.9,15.3,1.22,0.01,229.1,2.438191797,38.6
1,1045,51.1,35.3,14,0.77,1.02,23.33,1.37,66
1,46,16,77.8,6.2,1.35,0.86,1512.7,3.257919515,29.8
1,105,4.3,27.1,68.6,1.39,2.5,34.7,1.618496183,47.4
1,1066,13.5,25.5,61,1.23,1.27,563.64,2.75,24
1,1081,22.6,54.3,23,1.11,1.36,19.91,1.3,50
1,1066,13.5,25.5,61,1.23,1.27,151.36,2.18,37
1,1033,46,23.8,30,0.92,1.99,115.35,2.06,44
1,105,4.3,27.1,68.6,1.39,2.5,154.9,2.268218126,18.6
1,1065,34.8,30.7,35,1.09,1.34,30.06,1.48,48
1,55,32.6,43.3,24.1,1.14,4.5,249.5,2.475237258,38.5
1,164,29.8,55,15.2,1.58,1.8,76.6,1.962395478,35.6
1,4,25,57.8,17.2,1.42,0.01,149.6,2.253098302,40.4
1,1081,22.6,54.3,23,1.11,1.36,27.86,1.45,49
1,1083,11.6,22.5,66,0.95,1.21,239.33,2.38,29
1,143,8.8,53.1,38.1,0.96,8,26,1.493140056,54.4
1,143,8.8,53.1,38.1,0.96,8,263.6,2.499112114,43.4
1,97,19.8,67,13.2,1.14,3.56,537,2.808140994,25.1
1,97,19.8,67,13.2,1.14,3.56,19.5,1.36820132,44.3
1,105,4.3,27.1,68.6,1.39,2.5,63.1,1.878196067,41.9
1,95,29.3,55.3,15.4,1.35,0.2,72.4,1.937905274,35.7
1,1059,41.3,26.9,32,1.04,1.18,53.09,1.73,47
1,164,29.8,55,15.2,1.58,1.8,5.3,0.802442578,41.2
1,1081,22.6,54.3,23,1.11,1.36,9.89,1,51
1,114,26,40.5,33.5,0.56,5.74,32.8,1.594040552,60.4
1,1047,42,38.7,19,0.87,0.47,52.84,1.72,60
1,152,29.9,54.2,15.9,1.39,5,91.4,2.039112904,37.5
1,1064,28.8,33.5,38,1.11,2.56,102.09,2.01,39
1,166,27.7,41.6,30.7,1.15,3,5.9,0.84901872,59.5
1,1015,45.7,30.4,24,0.85,0.49,26,1.42,62
1,1033,46,23.8,30,0.92,1.99,18.45,1.27,64
1,8,60,33.4,6.6,1.47,3.61,203.9,2.387583934,44.5
1,1059,41.3,26.9,32,1.04,1.18,29.51,1.47,56
1,1018,37.2,22,41,1.11,0.91,11.46,1.06,56
1,55,32.6,43.3,24.1,1.14,4.5,11.6,1.142624697,53.1
1,1083,11.6,22.5,66,0.95,1.21,7.87,0.9,44
1,1064,28.8,33.5,38,1.11,2.56,29.92,1.48,52
1,166,27.7,41.6,30.7,1.15,3,716.1,2.933140382,25.8
1,1063,33.1,39.4,28,0.94,2.52,143.88,2.16,37
1,1066,13.5,25.5,61,1.23,1.27,812.83,2.91,21
1,1080,11.5,18.4,70,1.23,0.62,106.91,2.03,33
1,20,39.2,50.2,10.6,1.42,5.82,262.9,2.497957294,31.6
1,159,29.1,60.5,10.4,1.48,0.01,134.3,2.206242721,37
1,1015,45.7,30.4,24,0.85,0.49,62.81,1.8,49
1,1066,13.5,25.5,61,1.23,1.27,34.99,1.54,44
1,166,27.7,41.6,30.7,1.15,3,375.8,2.653123484,29.7
1,166,27.7,41.6,30.7,1.15,3,254.1,2.483171373,32.5
1,115,26,40.5,33.5,0.57,5.74,103.8,2.094364062,45.6
1,165,17.5,77,5.5,1.42,1,847.2,3.006152655,16.3
1,167,23.4,71.5,5.1,1.14,6,76.2,1.96012168,47.5
1,97,19.8,67,13.2,1.14,3.56,2.5,0.476106717,51.3
1,55,32.6,43.3,24.1,1.14,4.5,72.8,1.940298087,43.6
1,160,37.6,42.2,20.2,1.36,2,125.6,2.177156348,29.3
1,166,27.7,41.6,30.7,1.15,3,102.6,2.089314069,38.8
1,1047,42,38.7,19,0.87,0.47,29.65,1.47,65
1,1069,10.5,18.4,71,1.17,0.8,25.64,1.41,40
1,23,9.9,76,14.1,1.48,7.72,238.3,2.455290751,38.8
1,152,29.9,54.2,15.9,1.39,5,8.1,0.986651727,47.4
1,95,29.3,55.3,15.4,1.35,0.2,57.5,1.837834553,37.6
1,1045,51.1,35.3,14,0.77,1.02,1.85,0.27,68
1,1063,33.1,39.4,28,0.94,2.52,51.17,1.71,48
1,1015,45.7,30.4,24,0.85,0.49,71.29,1.85,48
1,55,32.6,43.3,24.1,1.14,4.5,30.8,1.566717425,47.9
1,142,11.6,63.4,25,1.1,12,95.1,2.056347225,39.1
1,1015,45.7,30.4,24,0.85,0.49,13.61,1.13,65
1,142,11.6,63.4,25,1.1,12,13.9,1.221181508,52.7
1,97,19.8,67,13.2,1.14,3.56,3.2,0.583316686,50.9
1,88,12.8,71.9,15.3,1.22,0.01,63.1,1.878196067,49.1
1,20,39.2,50.2,10.6,1.42,5.82,448.4,2.729832312,30.2
1,88,12.8,71.9,15.3,1.22,0.01,28.2,1.528415816,51.2
1,160,37.6,42.2,20.2,1.36,2,96.6,2.063143835,30.8
1,114,26,40.5,33.5,0.56,5.74,41.5,1.696214805,57.8
1,20,39.2,50.2,10.6,1.42,5.82,215.6,2.411815465,32
1,55,32.6,43.3,24.1,1.14,4.5,10.7,1.107550486,53.3
1,159,29.1,60.5,10.4,1.48,0.01,21.8,1.416623202,42.1
1,1081,22.6,54.3,23,1.11,1.36,49.43,1.69,48
1,152,29.9,54.2,15.9,1.39,5,24.6,1.469101815,41.6
1,46,16,77.8,6.2,1.35,0.86,561.9,2.82782574,31.5
1,160,37.6,42.2,20.2,1.36,2,10,1.078166708,46.5
1,1080,11.5,18.4,70,1.23,0.62,62.81,1.8,41
1,1018,37.2,22,41,1.11,0.91,50.93,1.71,50
1,1081,22.6,54.3,23,1.11,1.36,122.18,2.09,45
1,55,32.6,43.3,24.1,1.14,4.5,9.7,1.064938442,53.5
1,46,16,77.8,6.2,1.35,0.86,399.5,2.679683492,32.7
1,32,16,41.1,42.9,1.47,3.66,93.4,2.048513584,45.2
1,149,33.9,50.2,15.9,1.58,0.2,398.1,2.678158886,36.9
1,114,26,40.5,33.5,0.56,5.74,34.4,1.614725151,59.9
1,95,29.3,55.3,15.4,1.35,0.2,331.1,2.598125889,26.9
1,55,32.6,43.3,24.1,1.14,4.5,67,1.904241511,44
1,126,14.7,75.3,10,1.29,0,21.8,1.416623202,42.8
1,1083,11.6,22.5,66,0.95,1.21,154.88,2.19,35
1,159,29.1,60.5,10.4,1.48,0.01,598.4,2.855158293,30.9
1,159,29.1,60.5,10.4,1.48,0.01,200.4,2.380064425,35.4
1,4,25,57.8,17.2,1.42,0.01,398.2,2.678267964,38
1,20,39.2,50.2,10.6,1.42,5.82,137.3,2.215837245,33
1,1018,37.2,22,41,1.11,0.91,3.79,0.58,57
1,165,17.5,77,5.5,1.42,1,33.6,1.604505986,40
1,143,8.8,53.1,38.1,0.96,8,4.7,0.750264566,61
1,160,37.6,42.2,20.2,1.36,2,243.8,2.465200409,26.1
1,46,16,77.8,6.2,1.35,0.86,476,2.755773661,32
1,1064,28.8,33.5,38,1.11,2.56,4.47,0.65,56
1,1063,33.1,39.4,28,0.94,2.52,22.18,1.35,56
1,149,33.9,50.2,15.9,1.58,0.2,68.1,1.91131382,41.1
1,19,37.6,42.3,20.1,1.52,3.38,11.4,1.13507156,59.3
1,114,26,40.5,33.5,0.56,5.74,619.4,2.870137909,38.4
1,1015,45.7,30.4,24,0.85,0.49,6.95,0.84,65
1,1015,45.7,30.4,24,0.85,0.49,7.48,0.87,65
1,1059,41.3,26.9,32,1.04,1.18,118.03,2.07,37
1,46,16,77.8,6.2,1.35,0.86,223.3,2.427055431,35.2
1,1047,42,38.7,19,0.87,0.47,36.31,1.56,65
1,167,23.4,71.5,5.1,1.14,6,269.8,2.509208654,42.7
1,1063,33.1,39.4,28,0.94,2.52,61.8,1.79,46
1,55,32.6,43.3,24.1,1.14,4.5,654.6,2.894142709,33.3
1,118,6.6,78.9,14.5,1.24,1.8,30.4,1.561040292,40.9
1,23,9.9,76,14.1,1.48,7.72,156.5,2.27268105,40.1
1,1033,46,23.8,30,0.92,1.99,31.48,1.5,60
1,95,29.3,55.3,15.4,1.35,0.2,4.8,0.759407946,45.7
1,1064,28.8,33.5,38,1.11,2.56,62.66,1.8,45
1,55,32.6,43.3,24.1,1.14,4.5,16.2,1.287681723,51.9
1,1069,10.5,18.4,71,1.17,0.8,4.93,0.69,43
1,1063,33.1,39.4,28,0.94,2.52,27.73,1.44,54
1,160,37.6,42.2,20.2,1.36,2,23,1.439894544,40.6
1,126,14.7,75.3,10,1.29,0,198.6,2.376145952,26.8
1,1063,33.1,39.4,28,0.94,2.52,0.01,-2,62
1,33,16,41.1,42.9,1.3,3.66,5.4,0.810560468,53.5
1,95,29.3,55.3,15.4,1.35,0.2,123,2.16807182,32.3
1,23,9.9,76,14.1,1.48,7.72,5.3,0.802442578,45.5
1,1045,51.1,35.3,14,0.77,1.02,638.26,2.81,30
1,159,29.1,60.5,10.4,1.48,0.01,273.5,2.515124039,34
1,95,29.3,55.3,15.4,1.35,0.2,39.8,1.67804978,40.2
1,1016,54.2,34.4,11,0.95,1.01,22.34,1.35,60
1,105,4.3,27.1,68.6,1.39,2.5,102.3,2.088042342,27.6
1,97,19.8,67,13.2,1.14,3.56,19.1,1.359200075,44.6
1,166,27.7,41.6,30.7,1.15,3,23.2,1.443654693,56.6
1,149,33.9,50.2,15.9,1.58,0.2,97.7,2.068061272,40.1
1,164,29.8,55,15.2,1.58,1.8,36.4,1.639268092,37.5
1,46,16,77.8,6.2,1.35,0.86,1852.9,3.346018689,29.6
1,88,12.8,71.9,15.3,1.22,0.01,616.6,2.868170229,23.4
1,1080,11.5,18.4,70,1.23,0.62,1.55,0.19,47
1,164,29.8,55,15.2,1.58,1.8,118.9,2.153348563,34.5
1,165,17.5,77,5.5,1.42,1,9.8,1.069392784,41.9
1,115,26,40.5,33.5,0.57,5.74,74.8,1.952068306,49.7
1,142,11.6,63.4,25,1.1,12,552.1,2.820184455,31.6
1,4,25,57.8,17.2,1.42,0.01,214.6,2.409796426,39.5
1,95,29.3,55.3,15.4,1.35,0.2,13.8,1.218045795,44.3
1,1066,13.5,25.5,61,1.23,1.27,429.54,2.63,27
1,1081,22.6,54.3,23,1.11,1.36,40.83,1.61,48
1,115,26,40.5,33.5,0.57,5.74,87.1,2.018184863,47.7
1,1083,11.6,22.5,66,0.95,1.21,32.14,1.51,42
1,1059,41.3,26.9,32,1.04,1.18,46.56,1.67,49
1,1063,33.1,39.4,28,0.94,2.52,53.58,1.73,48
1,4,25,57.8,17.2,1.42,0.01,124.7,2.174033162,40.9
1,123,5,35.7,59.3,1.47,0,50.7,1.783174668,35
1,1033,46,23.8,30,0.92,1.99,100.69,2,45
1,1064,28.8,33.5,38,1.11,2.56,71.78,1.86,44
1,160,37.6,42.2,20.2,1.36,2,28.8,1.537559196,38.9
1,1045,51.1,35.3,14,0.77,1.02,21.78,1.34,62
1,114,26,40.5,33.5,0.56,5.74,24.2,1.461982074,63.1
1,167,23.4,71.5,5.1,1.14,6,3.1,0.569528402,54.9
1,1018,37.2,22,41,1.11,0.91,1.46,0.17,57
1,1063,33.1,39.4,28,0.94,2.52,168.66,2.23,35
1,167,23.4,71.5,5.1,1.14,6,15.4,1.265687429,51.7
1,1031,46.8,22.4,31,0.96,1.12,80.17,1.9,52
1,149,33.9,50.2,15.9,1.58,0.2,112.2,2.128159565,39.8
1,143,8.8,53.1,38.1,0.96,8,20.7,1.394137054,55.1
1,1065,34.8,30.7,35,1.09,1.34,42.76,1.63,45
1,1047,42,38.7,19,0.87,0.47,46.67,1.67,59
1,164,29.8,55,15.2,1.58,1.8,54.6,1.815359351,36.3
1,1059,41.3,26.9,32,1.04,1.18,801.68,2.9,26
1,125,16.7,69.2,14.1,1.69,2.2,778,2.969146305,26.3
1,4,25,57.8,17.2,1.42,0.01,765.1,2.96188491,36.2
1,1031,46.8,22.4,31,0.96,1.12,4.25,0.63,65
1,115,26,40.5,33.5,0.57,5.74,48.8,1.76658653,56
1,115,26,40.5,33.5,0.57,5.74,90.6,2.035294906,47.1
1,159,29.1,60.5,10.4,1.48,0.01,9.1,1.0372081,43.7
1,46,16,77.8,6.2,1.35,0.86,201,2.381362766,35.7
1,55,32.6,43.3,24.1,1.14,4.5,21.3,1.406546312,50.6
1,160,37.6,42.2,20.2,1.36,2,6,0.856317959,47.7
1,1047,42,38.7,19,0.87,0.47,113.24,2.05,43
1,97,19.8,67,13.2,1.14,3.56,83.2,1.998290034,34.1
1,1059,41.3,26.9,32,1.04,1.18,30.62,1.49,55
1,20,39.2,50.2,10.6,1.42,5.82,109.3,2.11678687,33.4
1,20,39.2,50.2,10.6,1.42,5.82,247.5,2.471741911,31.7
1,152,29.9,54.2,15.9,1.39,5,152.4,2.261151675,36.1
1,115,26,40.5,33.5,0.57,5.74,69.5,1.920151513,50.7
1,55,32.6,43.3,24.1,1.14,4.5,419.8,2.701209142,35.8
1,1045,51.1,35.3,14,0.77,1.02,43.85,1.64,50
1,159,29.1,60.5,10.4,1.48,0.01,29.6,1.549458419,41.4
1,33,16,41.1,42.9,1.3,3.66,0,0,54
1,20,39.2,50.2,10.6,1.42,5.82,185.7,2.346978612,32.3
1,166,27.7,41.6,30.7,1.15,3,737.9,2.946164219,25.6
1,95,29.3,55.3,15.4,1.35,0.2,46.8,1.748412561,39.1
1,95,29.3,55.3,15.4,1.35,0.2,21.4,1.408580482,43
1,164,29.8,55,15.2,1.58,1.8,108.9,2.115194588,34.7
1,160,37.6,42.2,20.2,1.36,2,6.1,0.863496543,47.4
1,143,8.8,53.1,38.1,0.96,8,8,0.981256695,59.8
1,105,4.3,27.1,68.6,1.39,2.5,42.7,1.708594583,46.4
1,142,11.6,63.4,25,1.1,12,116.7,2.145237564,38.1
1,88,12.8,71.9,15.3,1.22,0.01,524.8,2.798160535,25.1
1,1047,42,38.7,19,0.87,0.47,178.65,2.25,39
1,1031,46.8,22.4,31,0.96,1.12,648.63,2.81,34
1,88,12.8,71.9,15.3,1.22,0.01,97.7,2.068061272,46.9
1,159,29.1,60.5,10.4,1.48,0.01,287.7,2.53710657,33.8
1,160,37.6,42.2,20.2,1.36,2,18.7,1.350008315,42.1
1,1047,42,38.7,19,0.87,0.47,1.38,0.14,67
1,20,39.2,50.2,10.6,1.42,5.82,151.8,2.25943848,32.8
1,105,4.3,27.1,68.6,1.39,2.5,64.6,1.888399226,41.7
1,95,29.3,55.3,15.4,1.35,0.2,100,2.078166708,33.6
1,105,4.3,27.1,68.6,1.39,2.5,295.1,2.548135918,12.5
1,160,37.6,42.2,20.2,1.36,2,54.2,1.812165995,34.4
1,46,16,77.8,6.2,1.35,0.86,904.2,3.034431211,30.5
1,164,29.8,55,15.2,1.58,1.8,9.7,1.064938442,39.9
1,118,6.6,78.9,14.5,1.24,1.8,38.3,1.661365482,37.8
1,164,29.8,55,15.2,1.58,1.8,98.9,2.073363,34.9
1,46,16,77.8,6.2,1.35,0.86,155.9,2.271012823,36.7
1,165,17.5,77,5.5,1.42,1,43.7,1.718648145,39.1
1,123,5,35.7,59.3,1.47,0,18.2,1.338238096,39.6
1,8,60,33.4,6.6,1.47,3.61,249.1,2.474540436,44.1
1,20,39.2,50.2,10.6,1.42,5.82,327,2.592714461,31.1
1,1047,42,38.7,19,0.87,0.47,364.75,2.56,34
1,1081,22.6,54.3,23,1.11,1.36,184.93,2.27,42
1,166,27.7,41.6,30.7,1.15,3,693.4,2.919150545,26
1,46,16,77.8,6.2,1.35,0.86,839.2,3.002032183,30.6
1,1033,46,23.8,30,0.92,1.99,46.34,1.67,55
1,164,29.8,55,15.2,1.58,1.8,161.4,2.286070239,33.8
1,167,23.4,71.5,5.1,1.14,6,184.1,2.343220497,44.3
1,149,33.9,50.2,15.9,1.58,0.2,171.8,2.313189868,38.3
1,1081,22.6,54.3,23,1.11,1.36,136.46,2.14,44
1,118,6.6,78.9,14.5,1.24,1.8,171.8,2.313189868,27.3
1,1083,11.6,22.5,66,0.95,1.21,224.39,2.35,30
1,165,17.5,77,5.5,1.42,1,486.4,2.765160274,18.6
1,105,4.3,27.1,68.6,1.39,2.5,79.4,1.977987211,35.5
1,114,26,40.5,33.5,0.56,5.74,14.9,1.251352977,65.9
1,1033,46,23.8,30,0.92,1.99,1.41,0.15,66
1,166,27.7,41.6,30.7,1.15,3,414,2.695167049,29
1,114,26,40.5,33.5,0.56,5.74,29,1.540564706,61.6
1,1080,11.5,18.4,70,1.23,0.62,13.37,1.13,45
1,20,39.2,50.2,10.6,1.42,5.82,290.4,2.54116332,31.4
1,152,29.9,54.2,15.9,1.39,5,2.3,0.439894544,48.7
1,166,27.7,41.6,30.7,1.15,3,143.2,2.234109726,36.3
1,165,17.5,77,5.5,1.42,1,153.5,2.264275088,28.7
1,125,16.7,69.2,14.1,1.69,2.2,300.6,2.556155684,33.1
1,20,39.2,50.2,10.6,1.42,5.82,115.3,2.139996015,33.3
1,1065,34.8,30.7,35,1.09,1.34,34.04,1.53,47
1,1045,51.1,35.3,14,0.77,1.02,50.82,1.71,47
1,46,16,77.8,6.2,1.35,0.86,126.8,2.181285962,37.6
1,152,29.9,54.2,15.9,1.39,5,10,1.078166708,45.6
1,149,33.9,50.2,15.9,1.58,0.2,12.3,1.16807182,43.4
1,1063,33.1,39.4,28,0.94,2.52,17.82,1.25,59
1,115,26,40.5,33.5,0.57,5.74,39.7,1.676957215,59.2
1,142,11.6,63.4,25,1.1,12,19.4,1.365968438,49.1
1,1066,13.5,25.5,61,1.23,1.27,319.15,2.5,30
1,1083,11.6,22.5,66,0.95,1.21,43.15,1.64,41
1,1081,22.6,54.3,23,1.11,1.36,16.03,1.21,50
1,149,33.9,50.2,15.9,1.58,0.2,10.5,1.099356007,43.6
1,46,16,77.8,6.2,1.35,0.86,277.9,2.522055255,34.2
1,1080,11.5,18.4,70,1.23,0.62,85.7,1.93,37
1,1083,11.6,22.5,66,0.95,1.21,77.98,1.89,38
1,88,12.8,71.9,15.3,1.22,0.01,44.7,1.728474231,50.2
1,1033,46,23.8,30,0.92,1.99,52.48,1.72,53
1,46,16,77.8,6.2,1.35,0.86,592.3,2.850708441,31.4
1,20,39.2,50.2,10.6,1.42,5.82,61.7,1.868451872,34.2
1,1059,41.3,26.9,32,1.04,1.18,41.88,1.62,51
1,1045,51.1,35.3,14,0.77,1.02,33.88,1.53,54
1,1080,11.5,18.4,70,1.23,0.62,4.62,0.67,47
1,1066,13.5,25.5,61,1.23,1.27,40.36,1.61,43
1,164,29.8,55,15.2,1.58,1.8,16.1,1.284992584,38.8
1,118,6.6,78.9,14.5,1.24,1.8,15.5,1.268498406,50.1
1,142,11.6,63.4,25,1.1,12,86.5,2.015182816,39.6
1,1033,46,23.8,30,0.92,1.99,49.2,1.69,54
1,159,29.1,60.5,10.4,1.48,0.01,7.4,0.947398428,43.8
1,1059,41.3,26.9,32,1.04,1.18,205.59,2.31,32
1,159,29.1,60.5,10.4,1.48,0.01,2.3,0.439894544,44.5
1,1083,11.6,22.5,66,0.95,1.21,64.12,1.81,39
1,1016,54.2,34.4,11,0.95,1.01,31.33,1.5,58
1,1015,45.7,30.4,24,0.85,0.49,32.36,1.51,59
1,1065,34.8,30.7,35,1.09,1.34,21.09,1.32,52
1,1015,45.7,30.4,24,0.85,0.49,52.72,1.72,53
1,164,29.8,55,15.2,1.58,1.8,4.8,0.759407946,41.4
1,1015,45.7,30.4,24,0.85,0.49,35.08,1.55,59
1,46,16,77.8,6.2,1.35,0.86,258.7,2.490963137,34.5
1,143,8.8,53.1,38.1,0.96,8,248.3,2.473143428,43.8
1,55,32.6,43.3,24.1,1.14,4.5,24.3,1.463772982,49.8
1,105,4.3,27.1,68.6,1.39,2.5,81.3,1.988257254,34.7
1,1064,28.8,33.5,38,1.11,2.56,32.73,1.52,51
1,1033,46,23.8,30,0.92,1.99,25.06,1.4,62
1,125,16.7,69.2,14.1,1.69,2.2,101.9,2.086340892,37.1
1,97,19.8,67,13.2,1.14,3.56,831.8,2.998185624,21.7
1,115,26,40.5,33.5,0.57,5.74,32.1,1.584671741,62
1,8,60,33.4,6.6,1.47,3.61,138.2,2.218674751,45.3
1,1081,22.6,54.3,23,1.11,1.36,926.83,2.97,26
1,160,37.6,42.2,20.2,1.36,2,225.9,2.432082939,26.4
1,167,23.4,71.5,5.1,1.14,6,3.4,0.609645625,54.8
1,142,11.6,63.4,25,1.1,12,12.6,1.178537253,54.1
1,126,14.7,75.3,10,1.29,0,16.5,1.295650652,44.2
1,1016,54.2,34.4,11,0.95,1.01,29.58,1.47,59
1,1016,54.2,34.4,11,0.95,1.01,15.63,1.19,61
1,1065,34.8,30.7,35,1.09,1.34,26.79,1.43,49
1,46,16,77.8,6.2,1.35,0.86,161.5,2.286339235,36.6
1,123,5,35.7,59.3,1.47,0,183.2,2.341092177,28.3
1,1063,33.1,39.4,28,0.94,2.52,2.66,0.43,61
1,20,39.2,50.2,10.6,1.42,5.82,141,2.227385821,32.9
1,1016,54.2,34.4,11,0.95,1.01,257.04,2.41,36
1,164,29.8,55,15.2,1.58,1.8,5.2,0.794170052,41.3
1,114,26,40.5,33.5,0.56,5.74,6.5,0.891080065,68.1
1,114,26,40.5,33.5,0.56,5.74,13,1.19211006,66.5
1,1015,45.7,30.4,24,0.85,0.49,162.93,2.21,38
1,1066,13.5,25.5,61,1.23,1.27,95.5,1.98,40
1,1063,33.1,39.4,28,0.94,2.52,20.89,1.32,56
1,1080,11.5,18.4,70,1.23,0.62,251.77,2.4,23
1,97,19.8,67,13.2,1.14,3.56,39.8,1.67804978,38.6
1,167,23.4,71.5,5.1,1.14,6,2.1,0.400386003,55.3
1,152,29.9,54.2,15.9,1.39,5,1.7,0.30861563,48.7
1,105,4.3,27.1,68.6,1.39,2.5,57.5,1.837834553,43.5
1,1018,37.2,22,41,1.11,0.91,444.63,2.65,31
1,55,32.6,43.3,24.1,1.14,4.5,27.1,1.511135999,48.6
1,115,26,40.5,33.5,0.57,5.74,24.5,1.467332793,64.5
1,167,23.4,71.5,5.1,1.14,6,342,2.612192814,41.5
1,1066,13.5,25.5,61,1.23,1.27,1297.18,3.11,17
1,160,37.6,42.2,20.2,1.36,2,89.1,2.028044412,31.4
1,160,37.6,42.2,20.2,1.36,2,11.8,1.150048715,44.6
1,166,27.7,41.6,30.7,1.15,3,297.9,2.552237211,31.4
1,95,29.3,55.3,15.4,1.35,0.2,251.2,2.478186343,28.2
1,1063,33.1,39.4,28,0.94,2.52,138.04,2.14,37
1,1080,11.5,18.4,70,1.23,0.62,463.45,2.67,19
1,97,19.8,67,13.2,1.14,3.56,9.3,1.046649657,49
1,1063,33.1,39.4,28,0.94,2.52,17.1,1.23,59
1,142,11.6,63.4,25,1.1,12,200.9,2.381146645,35.7
